tell me time of alarm you set,alarm_query,0.7
list all of my alarms,alarm_query,0.7
alarm settings,alarm_query,0.7
what alarms are set for today,alarm_query,0.7
please see see for me the alarms that you have set sunday morning,alarm_query,0.7
tell me when the next alarms are for,alarm_query,0.7
please tell me what alarms are on,alarm_query,0.7
please list all my alarms,alarm_query,0.7
what alarms are set right now,alarm_query,0.7
check whether i have set any alarms for tomorrow morning,alarm_query,0.7
tell me about my alarms,alarm_query,0.7
do i have any alarms set,alarm_query,0.7
is there an alarm at four am,alarm_query,0.7
show me my alarms,alarm_query,0.7
what alarm time had you set,alarm_query,0.7
can you tell me what alarms i have set,alarm_query,0.7
please let me know the morning alarm time kept for weekends,alarm_set,0.7
what time is the alarm set for tomorrow,alarm_query,0.7
may i know the about alarm you set,alarm_query,0.7
disable the alarm which is set at nine thirty pm,alarm_remove,0.7
delete scheduled alarm,alarm_remove,0.7
turn off my first alarm,alarm_remove,0.7
please cancel all alarms for tomorrow,alarm_remove,0.7
please delete the wednesday evening alarm,alarm_remove,0.7
please delete my morning alarm,alarm_remove,0.7
remove all of my alarms,alarm_remove,0.7
cancel alarm,alarm_remove,0.7
delete the alarm i just set,alarm_remove,0.7
could you please remove the set of alarms between eight and nine,alarm_remove,0.7
please turn off the alarm,alarm_remove,0.7
set an alarm for nine am,alarm_set,0.7
change alarm to start at midnight,alarm_set,0.7
alarm ten am,alarm_set,0.7
set an alarm for me for tomorrow,alarm_set,0.7
set an alarm for twelve,alarm_set,0.7
set a timer at five am seven days a week,alarm_set,0.7
i need to set an alarm for next friday at noon,alarm_set,0.7
please sound an alarm three hours before a scheduled event,alarm_set,0.7
can you set an alarm for seven am,alarm_set,0.7
alert me at ten am please,alarm_set,0.7
set the alarm to seven am for work,alarm_set,0.7
wake up time,alarm_remove,0.7
change my alarms to mountain time,alarm_remove,0.7
set up each day an alarm at ten time for my meal,alarm_set,0.7
please set an alarm clock for my next meeting with the team at three pm next friday,alarm_set,0.7
set my alarm for six am,alarm_set,0.7
set an alarm for this eight hundred pm this evening,alarm_set,0.7
set alarm at six thirty am,alarm_set,0.7
make me a wake up alarm for eight forty five am,alarm_set,0.7
could you please lower the tone,audio_volume_down,0.7
please talk softer,audio_volume_down,0.7
lower the speak volume,audio_volume_down,0.7
it is too loud decrease the volume,audio_volume_down,0.7
Turn down volume,audio_volume_down,0.7
reduce volume,audio_volume_down,0.7
lower the volume to twenty,audio_volume_down,0.7
lower volume by fifty percent,audio_volume_down,0.7
quiet please,audio_volume_mute,0.7
mute sound from speakers,audio_volume_mute,0.7
please mute for five minutes,audio_volume_mute,0.7
mute my speakers for a minute here i need to make a call,audio_volume_mute,0.7
mute speaker,audio_volume_mute,0.7
silence volume on speakers,audio_volume_down,0.7
turn off media volume,audio_volume_down,0.7
i need you to be quiet until tomorrow,audio_volume_mute,0.7
go to sleep,audio_volume_mute,0.7
no notifications for five minutes,social_query,0.7
turn off the sound,audio_volume_mute,0.7
mute the music,audio_volume_mute,0.7
pause for ten seconds,audio_volume_mute,0.7
set mute for twenty minutes,audio_volume_mute,0.7
i need to mute the speaker,audio_volume_mute,0.7
could you speak a little more softly,audio_volume_mute,0.7
turn it up,audio_volume_up,0.7
just increase the volume a little,audio_volume_up,0.7
olly turn the volume up,audio_volume_up,0.7
raise volume to level seven on music player,audio_volume_up,0.7
i want the speakers turned up high,audio_volume_up,0.7
rise volume,audio_volume_up,0.7
please increase the volume of the music hips don't lie,audio_volume_up,0.7
raise the volume of my music player by fifty percent,audio_volume_up,0.7
speak as loud as you can,audio_volume_up,0.7
increase volume please,audio_volume_up,0.7
make this a bit louder,audio_volume_up,0.7
increase volume to fifty percent,audio_volume_up,0.7
when is the school dance junction marked,transport_query,0.7
what is my schedule for tomorrow,calendar_query,0.7
am i available at five pm on sunday,calendar_query,0.7
do i have any notifications from social media,social_query,0.7
what do i have scheduled for next week,calendar_query,0.7
tell me the meetings i have for the week,calendar_query,0.7
do i have any openings on my schedule for tomorrow,calendar_query,0.7
do i need to pick up the kids from anything today,calendar_query,0.7
is there anything i need to be aware of,calendar_query,0.73
do i have any undone tasks,lists_query,0.7
what is left for today,lists_query,0.7
list out my upcoming events,calendar_query,0.7
one thousand two hundred and thirty pm already you will have a meeting in ten mins,calendar_query,0.7
is the meeting scheduled for tomorrow,calendar_query,0.7
when the birthday will be,email_querycontact,0.7
when is my next appointment and who do i contact to reschedule,calendar_query,0.7
what is the plan for tonight,calendar_query,0.7
what day of the week is my birthday this year,datetime_query,0.7
what is my schedule for june fourteenth two thousand and seventeen,calendar_query,0.7
remove the next event on my calendar,calendar_remove,0.7
format the calendar,calendar_remove,0.7
remove the board meeting and reschedule for next wednesday,calendar_remove,0.7
delete event from mine,calendar_remove,0.7
cancel the event valentine's day from the calendar,calendar_remove,0.7
remove my meeting today at one pm,calendar_remove,0.7
i no longer need to see the doctor can that event be removed,calendar_remove,0.7
please remove march nineteenth's scheduled event,calendar_remove,0.7
make sure there is no events on my calendar,calendar_remove,0.7
remove all the events on my calendar,calendar_remove,0.7
delete my meeting event for march nineteen at one pm,calendar_remove,0.7
remove upcoming task,calendar_remove,0.7
remove emma's birthday from events,calendar_remove,0.7
in my calendar delete all of my golf events for the current month,calendar_remove,0.7
erase calendar events,calendar_remove,0.7
take lunch meeting off my calendar,calendar_remove,0.7
delete all my events for tomorrow,calendar_remove,0.7
delete the party on june first from my calendar,calendar_remove,0.7
can to please clear my calendar of all events,calendar_remove,0.7
set a reminder for tomorrow evening,calendar_set,0.7
notify me when the event is going to take place,calendar_query,0.7
add jim and jerry to event,calendar_set,0.7
make a repeating reminder for my yoga practice every day at noon,calendar_set,0.7
i have a meeting with sean at four pm on wednesday can you remind me,calendar_set,0.7
create an event gym day on monday and set it to repeat,calendar_set,0.7
blot me all the phone calls planned for the morning of twenty three march,calendar_query,0.7
can you remind me about my meeting tomorrow,calendar_set,0.7
repeat reminder for my schedule for christmas,calendar_set,0.7
remind me to call my grandma this Sunday,calendar_set,0.7
next week my uncle birthday,calendar_query,0.7
add running to my calendar for thursday,calendar_set,0.7
i would like to attend church every sunday at eleven am,calendar_set,0.7
see if john is available for a meeting on Monday,calendar_query,0.7
remind me about the meeting,calendar_query,0.7
set the alarm in my calendar events before five mins,alarm_set,0.7
activate a one week notification before my anniversary please,calendar_set,0.7
could you please schedule a meeting with this person,calendar_set,0.7
i have a meeting with al on march twenty first at ten,calendar_query,0.7
help me make brownies,cooking_recipe,0.7
crabmeat recipe,cooking_recipe,0.7
it should spices,general_quirky,0.7
tell how vegetable is cooked,cooking_recipe,0.7
learn to cut potatoes correctly,general_quirky,0.7
how to cook that meal,cooking_recipe,0.7
can i get a recipe for tuna,cooking_recipe,0.7
please cook me a hamburger,cooking_recipe,0.7
how to cook yellow rice,cooking_recipe,0.7
i need to know how to make stuffed peppers,cooking_recipe,0.7
how can i cook pasta,cooking_recipe,0.7
look for different recipes,cooking_recipe,0.7
what ingredient can be used instead of saffron,general_quirky,0.7
find apple pie recipe,cooking_recipe,0.7
do i have enough ingredients in my refrigerator,cooking_recipe,0.7
search for your favorite meal,cooking_recipe,0.7
tell me the preparation method for chicken sixty five,cooking_recipe,0.7
i would like it to be able to find recipes i have,cooking_recipe,0.7
why do people use avocado seeds,general_quirky,0.7
if it's eight pm on the east coast what time is it in sacramento california,datetime_convert,0.7
if it is four pm in missouri what time is it in london,datetime_convert,0.7
can you please change the time zone to us,datetime_convert,0.7
which time zone are we in please change to current,datetime_convert,0.7
please change time zone to canada,datetime_convert,0.7
what time will it be locally at nine am bangalore india time,datetime_query,0.7
it is ten am in eastern standard time what time it is now it pacific standard time,datetime_convert,0.7
change mountain standard to pacific,datetime_convert,0.7
please tell me the date,datetime_query,0.7
date today,datetime_query,0.7
what is today,datetime_query,0.7
what is the time in geneva,datetime_query,0.7
let me know the time,datetime_query,0.7
new york time please,datetime_query,0.7
what is the time difference between here and dakar,datetime_convert,0.7
let me know the time in india,datetime_query,0.7
tell me the time in this time zone,datetime_query,0.7
which date is on next monday,datetime_query,0.7
tell me what time it is in dallas texas,datetime_query,0.7
what time is it in the other time zones,datetime_convert,0.7
hey what's the current time in austin,datetime_query,0.7
hey what is the time,datetime_query,0.7
could you tell me what time it is,datetime_query,0.7
what day of the week does the next holiday fall on,datetime_query,0.7
august fifteenth is what day of the week,calendar_query,0.7
can you tell me the date today,datetime_query,0.7
hey what's today's date,datetime_query,0.7
add dan's email,email_addcontact,0.7
add contacts n mail,email_addcontact,0.7
enter atdfd@yahoo dot com into my contact list,email_addcontact,0.7
get apahelp@yahoo dot com in my contacts,email_addcontact,0.7
save the email to my contact,email_addcontact,0.7
please add johndoe@yahoocom to my contact list,email_addcontact,0.7
add this new email,email_addcontact,0.7
add work email address,email_addcontact,0.7
are there any new emails from name,email_query,0.7
give me recent emails,email_query,0.7
refresh email,email_query,0.7
i need to know all of the emails from contact pertaining to subject,email_query,0.7
open email,email_query,0.7
who has sent me an email in the past week,email_query,0.7
check emails for unread emails from mom,email_query,0.7
did any emails come for me in the last five hours,email_query,0.7
report what is new in my email inbox please,email_query,0.7
what is the subject and who is the sender of my last email,email_query,0.7
what did i tell susan in my last email,email_query,0.7
show me all the emails received recently,email_query,0.7
do i have any emails from jessica,email_query,0.7
are there any recent unread emails,email_query,0.7
do i have any new email from ryan,email_query,0.7
carlos linux upgrade email,email_query,0.7
my mail,email_query,0.7
have i gotten any mail recently,email_query,0.7
check emails,email_query,0.7
what is sarah's number,email_querycontact,0.7
can you give me details on john,qa_factoid,0.7
have you responded my phone calls,social_query,0.7
what is jeff's number,email_querycontact,0.7
how many contacts are there named john,email_querycontact,0.7
tell me the contact details of my brother,email_querycontact,0.7
show mobile number of john,email_querycontact,0.7
does contact mona has an email as well,email_querycontact,0.7
show number and contact email of rehan,email_querycontact,0.7
look up for the residential address of my team leader,email_querycontact,0.7
what is my wife's email,email_querycontact,0.7
select the contact,email_querycontact,0.7
is this my sisters cellphone number,email_querycontact,0.7
how old is mary s.,email_querycontact,0.7
did mom text me,social_query,0.7
please let me know where david is travelling,qa_factoid,0.7
is hayden still living on turnpike lane,qa_factoid,0.7
add rebecca green to my list of favorite contacts,email_addcontact,0.7
what is jill's home phone number,email_querycontact,0.7
send a mail to whom to talk,email_sendemail,0.7
pull up kate's email and write that i will let her know,email_sendemail,0.7
please reply to my boss most recent email and say that the ppt will be ready in one hour maximum,email_sendemail,0.7
reply the email of charles with just thank you right now,email_sendemail,0.7
send new email to jana dot litt at gmail dot com,email_sendemail,0.7
hey please reply to last pawel's email,email_sendemail,0.7
send email to new email address,email_sendemail,0.7
send an email to my friend say birthday wishes,email_sendemail,0.7
send email to mom starting with the subject vacation,email_sendemail,0.7
jj.nzt@yahoo dot com,email_sendemail,0.7
email happy new year to john,email_sendemail,0.7
tell to joe's email that come to my house in this moment i am alone,email_sendemail,0.7
go to email and send message to,email_sendemail,0.7
email john smith,email_sendemail,0.7
start a new email to george brown,email_sendemail,0.7
send a replay email,email_sendemail,0.7
send reply to joe,email_sendemail,0.7
email tom the date and time of tomorrow's meeting,calendar_set,0.7
add mail id subject content,email_addcontact,0.7
fantastic response.,general_affirm,0.7
yeap you've gotten my instructions perfectly.,general_affirm,0.7
yeah wonderful response.,general_affirm,0.7
yeah exact response to the command.,general_affirm,0.7
yeah perfect response to command.,general_affirm,0.7
yeah excellent.,general_affirm,0.7
yeah exactly.,general_affirm,0.7
perfect response to command.,general_affirm,0.7
yes you have got my instructions perfectly.,general_affirm,0.7
yeah you understood command correcly.,general_affirm,0.7
yeah wonderful response to command.,general_affirm,0.7
strongly agree.,general_affirm,0.7
yeap it is confirmed.,general_affirm,0.7
you got the command right.,general_affirm,0.7
yeah strongly agree.,general_affirm,0.7
yeah fantastic.,general_affirm,0.7
yes you've understood my instructions exactly.,general_affirm,0.7
yeap your understanding was confirmed.,general_affirm,0.7
yeah that is correct.,general_affirm,0.7
i would like you just stop it.,general_commandstop,0.7
will you please shut down.,general_commandstop,0.7
olly that's enough, just stop it.,general_commandstop,0.7
olly can you stop it.,general_commandstop,0.7
olly please would you stop.,general_commandstop,0.7
please shut up.,general_commandstop,0.7
i like you cancel.,general_commandstop,0.7
will you just stop it please.,general_commandstop,0.7
would you cancel it please.,general_commandstop,0.7
olly can you shut down.,general_commandstop,0.7
olly that is enough, just stop it.,general_commandstop,0.7
olly will you cancel please.,general_commandstop,0.7
will you stop.,general_commandstop,0.7
that's all, cancel it.,general_commandstop,0.7
olly shut down please.,general_commandstop,0.7
olly can you just stop.,general_commandstop,0.7
will you cancel it.,general_commandstop,0.7
olly please can you shut up.,general_commandstop,0.7
olly i want you cancel.,general_commandstop,0.7
would you confirm the question.,general_confirm,0.7
could you check my last question.,general_confirm,0.7
will you check and confirm command please.,general_confirm,0.7
please will you check it.,general_confirm,0.7
could you check and confirm what i last said please.,general_confirm,0.7
will you please check it.,general_confirm,0.7
please can you confirm the question.,general_confirm,0.7
check the details please.,general_confirm,0.7
can you confirm it.,general_confirm,0.7
please can you confirm it.,general_confirm,0.7
can you check and confirm the question please.,general_confirm,0.7
i like you check question please.,general_confirm,0.7
did you get what just said correctly?,general_confirm,0.7
did you get what said correctly?,general_confirm,0.7
i like you to check and confirm what i said please.,general_confirm,0.7
would you please confirm the instruction.,general_confirm,0.7
check and confirm my last question please.,general_confirm,0.7
will you check and confirm the instruction please.,general_confirm,0.7
can you check last thing said please.,general_confirm,0.7
i would not mind, olly.,general_dontcare,0.7
wouldn't mind for any one.,general_dontcare,0.7
does not matter for me, olly.,general_dontcare,0.7
don't really bother, olly.,general_dontcare,0.7
wouldn't really know, olly.,general_dontcare,0.7
i have no idea about what to do, olly.,general_dontcare,0.7
i do not mind for whatever.,general_dontcare,0.7
any one is good, olly.,general_dontcare,0.7
it does not matter to me, olly.,general_dontcare,0.7
i would not mind to select any one.,general_dontcare,0.7
i do not really mind for whatever.,general_dontcare,0.7
this is unimportant for me.,general_dontcare,0.7
i would not mind to select any one, olly.,general_dontcare,0.7
does not matter for me.,general_dontcare,0.7
any one is good to me.,general_dontcare,0.7
this is unimportant, olly.,general_dontcare,0.7
wouldn't really mind for whatever.,general_dontcare,0.7
have no idea regarding to what to select, olly.,general_dontcare,0.7
does not matter, olly.,general_dontcare,0.7
would you clarify me on your answer further please.,general_explain,0.7
s2, i can not understand that.,general_explain,0.7
your words is not so clear.,general_explain,0.7
s1, explain further please.,general_explain,0.7
s2, i am unclear about what you have just said.,general_explain,0.7
please will you clarify me more on that.,general_explain,0.7
will you rephrase me about your response once again please.,general_explain,0.7
again clarify me on your answers.,general_explain,0.7
again elaborate.,general_explain,0.7
couldn't understand what you just said now.,general_explain,0.7
can you again clarify what you've said please.,general_explain,0.7
i didn't get your response.,general_negate,0.7
s1, could you please again rephrase me about what you said now.,general_explain,0.7
